1,20000,1.25585
1,20000,1.25707
1,20000,1.25427
1,20000,1.25732
1,20000,1.25462
1,20000,1.25556
1,20000,1.25392
1,20000,1.25529
1,20000,1.25518
1,20000,1.25564
1,20000,1.25614
1,20000,1.25672
1,20000,1.25448
1,20000,1.25528
1,20000,1.2567
1,20000,1.2581
1,20000,1.25424
1,20000,1.25213
1,20000,1.25518
1,20000,1.2564
1,20000,1.25631
1,20000,1.25704
1,20000,1.30105
1,20000,1.25219
1,20000,1.25603
1,20000,1.25522
1,20000,1.25543
1,20000,1.30213
1,20000,1.25401
1,20000,1.25576
2,20000,0.646183
2,20000,0.641514
2,20000,0.648708
2,20000,0.646872
2,20000,0.64572
2,20000,0.644936
2,20000,0.649522
2,20000,0.646539
2,20000,0.649038
2,20000,0.691383
2,20000,0.693985
2,20000,0.648841
2,20000,0.647269
2,20000,0.647939
2,20000,0.64829
2,20000,0.691663
2,20000,0.648578
2,20000,0.691451
2,20000,0.652332
2,20000,0.650972
2,20000,0.694675
2,20000,0.689242
2,20000,0.650035
2,20000,0.685246
2,20000,0.759655
2,20000,0.648888
2,20000,0.649531
2,20000,0.648539
2,20000,0.650012
2,20000,0.651703
4,20000,0.344366
4,20000,0.343532
4,20000,0.342403
4,20000,0.391584
4,20000,0.345435
4,20000,0.343141
4,20000,0.346011
4,20000,0.343424
4,20000,0.343159
4,20000,0.346304
4,20000,0.343651
4,20000,0.343761
4,20000,0.382453
4,20000,0.344998
4,20000,0.383542
4,20000,0.390129
4,20000,0.343664
4,20000,0.344623
4,20000,0.345664
4,20000,0.344375
4,20000,0.342637
4,20000,0.393513
4,20000,0.346702
4,20000,0.344686
4,20000,0.344159
4,20000,0.391818
4,20000,0.34447
4,20000,0.347043
4,20000,0.343675
4,20000,0.346376
7,20000,0.209847
7,20000,0.203935
7,20000,0.20432
7,20000,0.203595
7,20000,0.205405
7,20000,0.205082
7,20000,0.203129
7,20000,0.205523
7,20000,0.251585
7,20000,0.24263
7,20000,0.203422
7,20000,0.251814
7,20000,0.203276
7,20000,0.251802
7,20000,0.204331
7,20000,0.203542
7,20000,0.252068
7,20000,0.203155
7,20000,0.203624
7,20000,0.203214
7,20000,0.203151
7,20000,0.203747
7,20000,0.20426
7,20000,0.202879
7,20000,0.205216
7,20000,0.20335
7,20000,0.203162
7,20000,0.203023
7,20000,0.204243
7,20000,0.202822
8,20000,0.179357
8,20000,0.184066
8,20000,0.201287
8,20000,0.2121
8,20000,0.213536
8,20000,0.179401
8,20000,0.228207
8,20000,0.22756
8,20000,0.218854
8,20000,0.180306
8,20000,0.212588
8,20000,0.179511
8,20000,0.179793
8,20000,0.227756
8,20000,0.179832
8,20000,0.180048
8,20000,0.178268
8,20000,0.227735
8,20000,0.179845
8,20000,0.181461
8,20000,0.178335
8,20000,0.178568
8,20000,0.179626
8,20000,0.179543
8,20000,0.17937
8,20000,0.17933
8,20000,0.179298
8,20000,0.180222
8,20000,0.227949
8,20000,0.181131
16,20000,0.0990377
16,20000,0.0987968
16,20000,0.0989873
16,20000,0.0990754
16,20000,0.0991524
16,20000,0.146232
16,20000,0.0979444
16,20000,0.105183
16,20000,0.0980804
16,20000,0.0981968
16,20000,0.135611
16,20000,0.0984871
16,20000,0.144166
16,20000,0.145808
16,20000,0.099017
16,20000,0.0991565
16,20000,0.0998252
16,20000,0.10052
16,20000,0.0984603
16,20000,0.14448
16,20000,0.0988696
16,20000,0.0992852
16,20000,0.0984837
16,20000,0.099138
16,20000,0.0991971
16,20000,0.0995255
16,20000,0.0982001
16,20000,0.0980208
16,20000,0.101541
16,20000,0.110522
20,20000,0.0839039
20,20000,0.0867336
20,20000,0.084949
20,20000,0.127957
20,20000,0.0849623
20,20000,0.0847001
20,20000,0.0823507
20,20000,0.0830795
20,20000,0.083378
20,20000,0.0839519
20,20000,0.0838115
20,20000,0.0845267
20,20000,0.0839841
20,20000,0.0846207
20,20000,0.127934
20,20000,0.130765
20,20000,0.084432
20,20000,0.085563
20,20000,0.0841693
20,20000,0.115519
20,20000,0.0891619
20,20000,0.0882682
20,20000,0.128658
20,20000,0.0841601
20,20000,0.0836184
20,20000,0.0844344
20,20000,0.086082
20,20000,0.0826058
20,20000,0.084167
20,20000,0.082963
40,20000,0.0594425
40,20000,0.0760555
40,20000,0.0814284
40,20000,0.0569671
40,20000,0.0583561
40,20000,0.05712
40,20000,0.059056
40,20000,0.0581941
40,20000,0.0583133
40,20000,0.0570921
40,20000,0.0802948
40,20000,0.0573686
40,20000,0.0800072
40,20000,0.0596815
40,20000,0.081203
40,20000,0.0814066
40,20000,0.0576163
40,20000,0.0572303
40,20000,0.0579592
40,20000,0.0572355
40,20000,0.0577303
40,20000,0.0787952
40,20000,0.0806437
40,20000,0.0588051
40,20000,0.0590612
40,20000,0.05828
40,20000,0.0801512
40,20000,0.0819689
40,20000,0.0811476
40,20000,0.0588616
1,40000,5.36694
1,40000,5.16668
1,40000,5.14716
1,40000,5.10934
1,40000,5.085
1,40000,5.07221
1,40000,5.24636
1,40000,5.07252
1,40000,5.06647
1,40000,5.09278
1,40000,5.0695
1,40000,5.20368
1,40000,5.10861
1,40000,5.06277
1,40000,5.07714
1,40000,5.33663
1,40000,5.07635
1,40000,5.06146
1,40000,5.08393
1,40000,5.08362
1,40000,5.07217
1,40000,5.08226
1,40000,5.18529
1,40000,5.07812
1,40000,5.09149
1,40000,5.08756
1,40000,5.13874
1,40000,5.14571
1,40000,5.0851
1,40000,5.1691
2,40000,2.58158
2,40000,2.63779
2,40000,2.65779
2,40000,2.59873
2,40000,2.5709
2,40000,2.56976
2,40000,2.57328
2,40000,2.63362
2,40000,2.57973
2,40000,2.58991
2,40000,2.58897
2,40000,2.59317
2,40000,2.96108
2,40000,2.66221
2,40000,2.66656
2,40000,2.56974
2,40000,2.58032
2,40000,2.98273
2,40000,2.5715
2,40000,2.65198
2,40000,2.67712
2,40000,2.69699
2,40000,2.8704
2,40000,3.79897
2,40000,2.58048
2,40000,2.66682
2,40000,2.70786
2,40000,2.57732
2,40000,2.66957
2,40000,2.64786
4,40000,1.43634
4,40000,1.3442
4,40000,1.33946
4,40000,1.44587
4,40000,1.47112
4,40000,1.35838
4,40000,1.35913
4,40000,1.35692
4,40000,1.38848
4,40000,2.30492
4,40000,1.5664
4,40000,3.57639
4,40000,1.34378
4,40000,1.35805
4,40000,1.36676
4,40000,1.4323
4,40000,1.56844
4,40000,1.35168
4,40000,1.35589
4,40000,1.45273
4,40000,1.88963
4,40000,1.33573
4,40000,1.33708
4,40000,1.34448
4,40000,1.40856
4,40000,1.43285
4,40000,1.36843
4,40000,1.90787
4,40000,2.17974
4,40000,1.91549
7,40000,0.81533
7,40000,0.947358
7,40000,3.49843
7,40000,1.0171
7,40000,0.7849
7,40000,0.783146
7,40000,0.780196
7,40000,0.877391
7,40000,0.789016
7,40000,0.779362
7,40000,0.876177
7,40000,0.789938
7,40000,0.876184
7,40000,0.872592
7,40000,0.779963
7,40000,0.867183
7,40000,0.778888
7,40000,0.780055
7,40000,0.834962
7,40000,0.96854
7,40000,3.59601
7,40000,0.787653
7,40000,0.882067
7,40000,0.782599
7,40000,0.827892
7,40000,0.781323
7,40000,0.817458
7,40000,0.78951
7,40000,1.47888
7,40000,1.33109
8,40000,1.3011
8,40000,1.53371
8,40000,1.32317
8,40000,2.14096
8,40000,1.24924
8,40000,1.25297
8,40000,1.26521
8,40000,0.815971
8,40000,2.34642
8,40000,1.14834
8,40000,1.09388
8,40000,1.08485
8,40000,2.30667
8,40000,1.08754
8,40000,1.09647
8,40000,1.1657
8,40000,1.61802
8,40000,1.08851
8,40000,1.07589
8,40000,1.14884
8,40000,1.22457
8,40000,1.21078
8,40000,1.1948
8,40000,1.10469
8,40000,1.15544
8,40000,1.44704
8,40000,3.23094
8,40000,3.46098
8,40000,1.33259
8,40000,1.07845
16,40000,0.546008
16,40000,0.586982
16,40000,0.649611
16,40000,0.624823
16,40000,1.5659
16,40000,0.544545
16,40000,0.643633
16,40000,0.642941
16,40000,0.620915
16,40000,0.574466
16,40000,0.636595
16,40000,0.631994
16,40000,0.638354
16,40000,0.952271
16,40000,0.628174
16,40000,1.59513
16,40000,0.690612
16,40000,0.626583
16,40000,0.697782
16,40000,0.683722
16,40000,0.361639
16,40000,0.371459
16,40000,0.456521
16,40000,0.478016
16,40000,0.825597
16,40000,0.70381
16,40000,0.508926
16,40000,2.11055
16,40000,0.369649
16,40000,0.478881
20,40000,0.938681
20,40000,0.935915
20,40000,0.354783
20,40000,0.312461
20,40000,0.328594
20,40000,0.661129
20,40000,0.454229
20,40000,0.832035
20,40000,0.901084
20,40000,0.302302
20,40000,0.868227
20,40000,0.296901
20,40000,0.295831
20,40000,0.297206
20,40000,0.295214
20,40000,0.29608
20,40000,1.06148
20,40000,1.02738
20,40000,0.294911
20,40000,0.297622
20,40000,0.39026
20,40000,1.04214
20,40000,0.507071
20,40000,0.392262
20,40000,0.295243
20,40000,0.386212
20,40000,0.295408
20,40000,0.295338
20,40000,0.516214
20,40000,0.296396
40,40000,0.302205
40,40000,0.556775
40,40000,0.208714
40,40000,0.209709
40,40000,0.236114
40,40000,0.281734
40,40000,0.208489
40,40000,0.273817
40,40000,0.262246
40,40000,0.279721
40,40000,0.208267
40,40000,0.582162
40,40000,0.564258
40,40000,0.238932
40,40000,0.209605
40,40000,0.208469
40,40000,0.281915
40,40000,0.282369
40,40000,0.294003
40,40000,0.208724
40,40000,0.279125
40,40000,0.58337
40,40000,0.270867
40,40000,0.29265
40,40000,0.283703
40,40000,0.281212
40,40000,0.279921
40,40000,0.440182
40,40000,0.280224
40,40000,0.281054
