1 0.468245
1 0.471194
1 0.471117
1 0.47073
1 0.46611
1 0.464508
1 0.472115
1 0.476088
1 0.469697
1 0.470585
1 0.473093
1 0.469312
1 0.47132
1 0.47013
1 0.473578
1 0.471752
1 0.471466
1 0.471786
1 0.472661
1 0.473804
1 0.473077
1 0.464622
1 0.47051
1 0.470177
1 0.471551
1 0.47323
1 0.471296
1 0.472085
1 0.470002
1 0.472083
2 0.241259
2 0.246986
2 0.242947
2 0.24802
2 0.242391
2 0.247228
2 0.237764
2 0.24687
2 0.243148
2 0.247325
2 0.238701
2 0.24627
2 0.237518
2 0.236695
2 0.249475
2 0.247623
2 0.246419
2 0.248249
2 0.246378
2 0.246696
2 0.241174
2 0.24705
2 0.247471
2 0.247844
2 0.242437
2 0.248422
2 0.249548
2 0.246952
2 0.246815
2 0.247449
4 0.137031
4 0.132185
4 0.132228
4 0.131938
4 0.131552
4 0.131592
4 0.135386
4 0.12776
4 0.132935
4 0.132356
4 0.133713
4 0.131647
4 0.131827
4 0.132748
4 0.132336
4 0.132451
4 0.132573
4 0.131441
4 0.130931
4 0.127424
4 0.133432
4 0.133587
4 0.131938
4 0.126873
4 0.134068
4 0.131688
4 0.131978
4 0.132097
4 0.131747
4 0.131587
7 0.0809497
7 0.0816664
7 0.0822769
7 0.081856
7 0.081583
7 0.0816704
7 0.0830773
7 0.0822706
7 0.0803417
7 0.0824707
7 0.0809612
7 0.0825239
7 0.0809095
7 0.0817923
7 0.0809541
7 0.0809014
7 0.0822869
7 0.0808091
7 0.080864
7 0.0844886
7 0.0811435
7 0.0811316
7 0.0811041
7 0.0819582
7 0.0815027
7 0.0824031
7 0.0822452
7 0.0808139
7 0.0815935
7 0.0820824
8 0.0720835
8 0.0727453
8 0.0721833
8 0.0739713
8 0.0716238
8 0.0720418
8 0.0733169
8 0.0733597
8 0.0798124
8 0.0747192
8 0.0733887
8 0.0740474
8 0.0742856
8 0.0724225
8 0.0725532
8 0.0719313
8 0.0722492
8 0.0727807
8 0.0719571
8 0.0721704
8 0.0737549
8 0.0720723
8 0.0731019
8 0.0731695
8 0.0735981
8 0.0744984
8 0.073614
8 0.0730012
8 0.0738108
8 0.0725056
16 0.0416556
16 0.0418143
16 0.0412648
16 0.0416668
16 0.0417709
16 0.042473
16 0.0431385
16 0.0423808
16 0.0434519
16 0.0421811
16 0.0417346
16 0.0418379
16 0.0424252
16 0.0420712
16 0.0428878
16 0.0434724
16 0.0418759
16 0.0417971
16 0.0435559
16 0.0419811
16 0.0425616
16 0.0421124
16 0.0415055
16 0.040671
16 0.0434376
16 0.0422395
16 0.0414145
16 0.0421522
16 0.0420369
16 0.0426085
20 0.0361703
20 0.0360019
20 0.0360815
20 0.0391084
20 0.0360355
20 0.0366336
20 0.0370819
20 0.0362838
20 0.0367596
20 0.0375506
20 0.0365646
20 0.036605
20 0.0372049
20 0.0370212
20 0.0364923
20 0.03618
20 0.0359897
20 0.0362661
20 0.0356062
20 0.0364783
20 0.0362438
20 0.0361858
20 0.0358436
20 0.0368245
20 0.0381623
20 0.0366032
20 0.027478
20 0.0365311
20 0.0362337
20 0.0368828
40 0.0271684
40 0.0241697
40 0.0241593
40 0.0244218
40 0.0244175
40 0.0243028
40 0.024083
40 0.0243663
40 0.0242636
40 0.024446
40 0.0251493
40 0.0243124
40 0.0242911
40 0.0244128
40 0.0245344
40 0.0242992
40 0.0242599
40 0.0244084
40 0.0245794
40 0.0244577
40 0.0243667
40 0.0261952
40 0.024721
40 0.0242266
40 0.0241112
40 0.024304
40 0.0243005
40 0.024286
40 0.0244368
40 0.0241666
